sample,subsid,pid,name,id,completed,user_last_section,ip,date,time_in,time_out,user_browser,user_setid_dce1,user_language,user_combo,IMP_Order,DCE_pg1,DCE_least1,DCE_most1,DCE_pg2,DCE_least2,DCE_most2,DCE_pg3,DCE_least3,DCE_most3,DCE_pg4,DCE_least4,DCE_most4,DCE_pg5,DCE_least5,DCE_most5,DCE_pg6,DCE_least6,DCE_most6,DCE_pg7,DCE_least7,DCE_most7,DCE_pg8,DCE_least8,DCE_most8,DCE_pg9,DCE_least9,DCE_most9,DCE_pg10,DCE_least10,DCE_most10,DCEclick_1,DCEclick_2,DCEclick_3,DCEclick_4,DCEclick_5,DCEclick_6,DCEclick_7,DCEclick_8,DCEclick_9,DCEclick_10,ocean_days,rec_swim,rec_boat,rec_surf,rec_scuba,rec_powerboat,rec_recfish,rec_sightsee,rec_none,rec_other,rec_specify,jobs_comfish,jobs_aquaculture,jobs_firstnations,jobs_tourism,jobs_transport,jobs_port,jobs_govt,jobs_none,jobs_other,jobs_specify,seafood_eat,foodprovision_general,foodprovision_xx,aboriginalneeds_general,aboriginalneeds_xx,nonfood_general,nonfood_xx,carbonstorage_general,carbonstorage_xx,coastalprotection_general,coastalprotection_xx,coastallivelihood_general,coastallivelihood_xx,tourismrec_general,tourismrec_xx,icons_general,icons_xx,cleanwater_general,cleanwater_xx,biodiversity_general,biodiversity_xx,demoone_gender,demoone_education,demotwo_livedCanada,demotwo_fsa,envr_org,envr_protest,political_party,demothree_income,demothree_householdsize,demothree_age,comments
QC,410164745,,FRENCH10596,10596,y,hco_thankyou.php,,05/03/2014,3:45:16,3:52:46,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1044,12345,5,2,10,1,3,7,3,3,5,6,3,8,8,3,1,2,2,1,9,3,9,7,7,9,10,7,10,4,2,5,,,,,,,,,,,5to9,,,,,,,,1,,,,,,,,,,1,,,1to2month,3,,3,,4,,4,,4,,4,,4,,4,,5,,5,,female,college,morethan20,j3y,no,no,Bloc,4,3,45to54,
QC,410232299,,FRENCH10597,10597,y,hco_thankyou.php,,05/03/2014,4:14:48,4:23:19,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.107 Safari/537.36",,FRENCH,1045,54321,2,8,1,10,4,1,3,4,3,5,10,6,9,4,9,7,4,9,6,8,6,8,8,1,1,7,1,4,4,1,,,,,,,,,,,10to29,,,,,,,,1,,,,,,,,,,1,,,1to2month,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,male,bachelors,morethan20,j2w,no,no,noparty,3,2,65plus,
QC,410058990,,FRENCH10598,10598,y,hco_thankyou.php,,05/03/2014,4:15:37,4:28:02,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1046,12345,2,2,1,1,3,1,10,7,4,4,2,1,3,3,10,7,7,9,6,2,6,9,2,9,5,2,9,8,3,1,,,,checked,,,,,,checked,10to29,,,,,1,1,1,,,,,,,,,,,1,,,atleast1wk,5,,3,,4,,5,,5,,5,,5,,5,,5,,5,,male,HS,morethan20,H1T,no,no,CPC,6,2,65plus,
QC,410293938,,FRENCH10599,10599,y,hco_thankyou.php,,05/03/2014,9:11:49,9:32:40,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1047,54321,2,2,9,6,2,8,9,2,9,8,3,9,4,2,5,5,2,10,1,3,10,10,7,10,3,3,10,7,7,9,,,,,,,,,,,50to100,1,,,,1,,1,,,,,,,1,1,,,,,,1to2month,5,,2,,3,,5,,5,,4,,5,,5,,5,,5,,male,college,morethan20,g2k,yes,no,CPC,4,2,65plus,
QC,410004321,,FRENCH10600,10600,,hco_intro.php,,05/03/2014,10:25:36,,"Mozilla/5.0 (Linux; U; Android 4.1.1; fr-ca; GT-P5113 Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30",,FRENCH,1048,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410346809,,FRENCH10601,10601,y,hco_thankyou.php,,05/03/2014,12:20:22,12:34:37,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1049,54321,2,2,10,4,2,6,3,5,4,7,7,9,6,3,6,1,3,10,5,2,9,10,7,4,8,3,9,9,3,9,,,,,,,,,,,5to9,,,,,,,,1,,,,,,,,,,1,,,7to11yr,3,,3,,3,,4,,2,,4,,2,,3,,2,,2,,female,HS,morethan20,J0Z,yes,no,noparty,1,2,55to64,
QC,410342858,,FRENCH10602,10602,y,hco_thankyou.php,,05/03/2014,12:23:56,12:32:06,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1050,12345,3,4,10,6,7,6,10,7,1,7,7,9,9,7,9,4,4,1,8,8,1,5,2,6,1,7,1,2,8,1,,,,,,,,,,checked,none,,,,,,,,1,,,,,,,,,,1,,,7to11yr,3,,3,,3,,3,,3,,3,,3,,3,,4,,4,,male,college,morethan20,J6W,no,no,Bloc,9,2,65plus,Les questions sur la situation financière des répondants ainsi que l'opinion politique ne devraient pas faire partie intégrale d'un tel sondage.
QC,410144840,,FRENCH10603,10603,y,hco_thankyou.php,,05/03/2014,12:27:44,12:40:08,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1051,54321,4,2,5,5,2,9,1,7,5,3,3,8,6,3,6,7,7,4,8,3,9,2,2,9,9,3,9,10,7,4,,,,,,,,,,,5to9,1,,,1,,1,,,,,,,,,,,,1,,,atleast1wk,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,male,college,morethan20,g1n,no,dontknow,dontknow,4,4,45to54,
QC,410223389,,FRENCH10604,10604,y,hco_thankyou.php,,05/03/2014,12:41:58,12:49:46,"Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1052,12345,6,3,6,7,4,9,9,2,9,5,2,9,8,3,1,3,3,10,10,7,1,2,2,9,1,3,1,4,2,1,,,,,,,,,,,5to9,,,,,,,,1,,,,,,,,,,1,,,atleast1wk,5,,4,,4,,4,,5,,4,,4,,5,,,,5,,male,college,morethan20,G1T,no,no,NDP,6,2,55to64,
QC,410161710,,FRENCH10605,10605,y,hco_thankyou.php,,05/03/2014,12:47:31,12:58:24,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; SIMBAR={3ECD4048-F212-4DFF-AEBA-57E302769146}; GTB6.3; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; OfficeLiveConnector.1.5; OfficeLivePatch.1.3),,FRENCH,1053,54321,10,6,4,5,2,9,9,2,9,1,7,5,8,3,9,7,7,9,4,2,4,3,3,4,6,2,8,2,2,9,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,1to2month,4,,4,,4,,5,,5,,4,,4,,5,,5,,4,,female,bachelors,morethan20,g6s,no,no,noparty,4,1,45to54,
QC,410307742,,FRENCH10606,10606,y,hco_thankyou.php,,05/03/2014,12:50:22,12:56:36,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),,FRENCH,1054,12345,5,2,9,1,3,5,3,3,10,6,2,8,8,3,9,2,2,9,9,4,9,7,4,9,10,4,10,4,2,5,,,,,,,,,,,lessthan5,,1,,,1,,1,,,,,,,,,,,1,,,3to6yr,4,,4,,4,,4,,4,,5,,3,,5,,5,,5,,female,bachelors,morethan20,G0M,no,no,CPC,6,4,25to34,
QC,410152903,,FRENCH10607,10607,y,hco_thankyou.php,,05/03/2014,12:51:29,12:59:13,Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0),,FRENCH,1055,54321,2,2,9,10,10,1,3,10,3,5,2,9,9,2,9,7,7,9,6,2,3,8,6,9,1,5,1,4,2,5,,,,,,,,,,,50to100,1,,,,,,1,,,,,,,,,,,1,,,3month,5,,3,,5,,5,,5,,5,,5,,5,,5,,5,,male,somepost,morethan20,h9h,no,no,Bloc,9,2,65plus,
QC,410144895,,FRENCH10608,10608,y,hco_thankyou.php,,05/03/2014,12:55:25,13:02:40,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1056,12345,2,2,9,1,3,10,10,7,10,4,2,4,3,8,10,7,7,9,6,7,6,9,2,9,5,2,9,8,8,9,,,checked,,,,,,,,10to29,1,1,,,1,,,,,,,,,,,,,1,,,3month,5,,3,,2,,5,,5,,5,,3,,4,,5,,5,,female,college,morethan20,h8y,no,no,liberal,5,2,45to54,il est tres beau votre sondage et tres important ! merci !
QC,410341463,,FRENCH10609,10609,y,hco_thankyou.php,,05/03/2014,13:06:10,13:24:57,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET4.0C; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1),,FRENCH,1057,54321,2,2,9,6,2,8,9,3,9,8,3,9,4,2,5,5,2,10,1,3,10,10,7,10,3,3,8,7,7,9,,,,,,,,,,,30to49,1,1,,,1,,1,,,,,,,,,,,1,,,atleast1wk,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,female,graduate,morethan20,g2l,no,no,noparty,5,5,35to44,
QC,410256532,,FRENCH10610,10610,,hco_importanceranking_sample_all.php,,05/03/2014,13:41:59,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1058,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lessthan5,1,,,,,,,,,,,,,,,,,1,,,1to2month,4,,3,,4,,4,,5,,4,,5,,4,,5,,5,,,,,,,,,,,,
QC,410339451,,FRENCH10611,10611,y,hco_thankyou.php,,05/03/2014,14:04:44,14:15:08,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; VER#6D#80836769786745484877484855; MATBJS; rv:11.0) like Gecko,,FRENCH,1059,54321,2,1,9,4,4,5,3,4,5,7,4,9,6,3,6,1,3,5,5,10,9,10,4,6,8,3,9,9,3,9,,,,,,,,,,,10to29,,,,,,,,1,,,,,,,,,,1,,,1to2month,5,,5,,4,,,,5,,5,,4,,5,,5,,5,,male,college,morethan20,J9E,no,no,dontknow,5,2,55to64,UN PEUT DIFFICIL A REPONDRE
QC,410209592,,FRENCH10612,10612,y,hco_thankyou.php,,05/03/2014,14:27:23,14:43:52,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),,FRENCH,1060,12345,3,3,10,6,6,8,10,7,10,7,7,9,9,3,9,4,6,4,8,3,9,5,6,10,1,3,10,2,2,10,,,,,,,,,,,dontknow,,,,,,,,1,,,,,,,,,,1,,,1to2month,5,,5,,1,,5,,5,,3,,4,,5,,5,,5,,male,HS,morethan20,h1l,yes,yes,Bloc,1,1,35to44,
QC,410146343,,FRENCH10613,10613,y,hco_thankyou.php,,05/03/2014,14:31:01,14:36:49,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1061,54321,4,2,5,5,2,5,1,7,5,3,4,5,6,2,6,7,4,5,8,8,6,2,2,9,9,2,9,10,4,6,,,,,,,,,,,10to29,,,,,,,,1,,,,,,,,,,1,,,1to2month,,,3,,3,,3,,,,3,,,,3,,,,3,,female,bachelors,morethan20,j6a,no,no,Bloc,4,2,55to64,
QC,410282266,,FRENCH10614,10614,,hco_nonfood_carbon_importance.php,,05/03/2014,14:57:38,,Mozilla/5.0 (Windows NT 6.3; Win64; x64; Trident/7.0; Touch; MASAJS; rv:11.0) like Gecko,,FRENCH,1062,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,3month,5,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410150510,,FRENCH10615,10615,y,hco_thankyou.php,,05/03/2014,15:07:07,15:22:14,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.146 Safari/537.36",,FRENCH,1063,54321,10,4,6,5,10,9,9,3,9,1,10,7,8,1,9,7,4,9,4,4,5,3,10,8,6,2,8,2,10,9,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,3to6yr,3,,3,,3,,2,,4,,3,,3,,4,,4,,2,,,HS,morethan20,H1P,no,no,noparty,9,1,45to54,
QC,410343455,,FRENCH10616,10616,y,hco_thankyou.php,,05/03/2014,16:20:51,16:31:24,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0),,FRENCH,1064,12345,7,4,9,2,2,1,10,4,1,3,4,5,4,4,6,9,4,9,6,2,6,5,2,9,8,3,1,1,10,1,,,,,,,,,,,5to9,,,,,,1,,,,,,,,,,,,1,,,atleast1wk,3,,1,,4,,4,,4,,4,,4,,4,,5,,4,,male,college,morethan20,j8z,no,no,liberal,6,2,45to54,
QC,410343096,,FRENCH10617,10617,y,hco_thankyou.php,,05/03/2014,16:44:40,16:58:48,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36",,FRENCH,1065,54321,4,1,4,10,7,10,1,7,10,2,1,10,7,7,4,3,3,4,6,7,8,9,7,4,5,6,10,8,3,8,,,,checked,,,,,,,5to9,,,,,,,,,,,,,,,,,,1,,,atleast1wk,5,,5,,3,,5,,5,,4,,4,,5,,5,,5,,female,HS,morethan20,j3e,no,no,Bloc,3,3,45to54,
QC,410336299,,FRENCH10618,10618,,thankyou_abort.php,,05/03/2014,16:47:03,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729),,FRENCH,1066,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410201462,,FRENCH10619,10619,y,hco_thankyou.php,,05/03/2014,17:33:53,17:46:20,Mozilla/5.0 (Windows NT 6.3; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0,,FRENCH,1067,54321,5,10,9,10,10,6,7,7,9,6,3,6,9,3,9,3,3,4,2,10,9,1,3,1,8,3,9,4,5,6,,,,,,,,,,,10to29,1,,,1,,,,,,,,,,,,,,1,,,atleast1wk,3,,3,,3,,3,,3,,3,,3,,4,,4,,4,,female,bachelors,morethan20,J7H,no,no,green,5,2,55to64,
QC,410148847,,FRENCH10620,10620,y,hco_thankyou.php,,05/03/2014,17:34:56,17:44:40,Mozilla/5.0 (Windows NT 6.0; rv:27.0) Gecko/20100101 Firefox/27.0,,FRENCH,1068,12345,2,10,2,8,3,1,10,10,4,1,3,1,5,10,5,6,3,2,4,5,1,9,3,2,3,3,4,7,7,4,,,,,,,,,,,lessthan5,,,,,,,,1,,,,,,,,,,1,,,3to6yr,3,,3,,3,,3,,4,,4,,4,,5,,5,,4,,male,HS,morethan20,j7r,no,no,Bloc,4,2,55to64,
QC,410024395,,FRENCH10621,10621,y,hco_thankyou.php,,05/03/2014,17:35:47,17:41:58,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1069,54321,5,9,5,1,3,1,10,4,10,8,3,9,4,4,6,9,3,9,2,1,9,6,3,6,3,3,8,7,4,9,,,,checked,,,checked,,,,5to9,,,,,1,1,1,,,,,,,,,,,1,,,7to11yr,5,,5,,5,,5,,5,,5,,5,,5,,5,,5,,female,bachelors,morethan20,h1L,no,no,CPC,6,2,55to64,
QC,410095987,,FRENCH10622,10622,y,hco_thankyou.php,,05/03/2014,18:57:02,19:04:25,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1070,12345,3,3,10,8,3,9,1,3,10,4,2,1,10,7,10,7,7,9,6,3,8,2,2,10,9,3,9,5,2,10,,,,,,,,,,,none,,,,,,1,,,1,catamaran,,,,,,,,1,,,atleast1wk,5,,4,,5,,5,,5,,3,,4,,5,,5,,5,,female,college,morethan20,j2c,no,no,NDP,4,1,35to44,
QC,410151224,,FRENCH10623,10623,y,hco_thankyou.php,,05/03/2014,18:59:14,19:08:28,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.648; .NET CLR 3.5.21022; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C),,FRENCH,1071,54321,8,3,9,4,2,6,5,2,9,9,4,9,10,4,6,3,3,5,1,3,10,2,2,9,7,4,9,6,3,6,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,atleast1wk,5,,4,,4,,5,,5,,4,,4,,4,,5,,4,,female,bachelors,morethan20,J7Z,no,no,NDP,4,2,65plus,
QC,410151929,,FRENCH10624,10624,y,hco_thankyou.php,,05/03/2014,19:01:24,19:11:30,Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1072,12345,5,2,9,3,3,4,7,7,8,6,2,8,8,3,9,4,2,4,2,2,10,9,2,9,1,3,10,10,7,4,,,,,,,,,,,5to9,1,,,,,,,,,,,,,,,,,1,,,atleast1wk,5,,3,,4,,5,,5,,4,,4,,5,,5,,5,,male,bachelors,morethan20,J8V,no,no,liberal,5,2,65plus,
QC,410157413,,FRENCH10625,10625,y,hco_thankyou.php,,05/03/2014,20:23:00,20:44:30,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,,FRENCH,1073,54321,4,2,4,1,7,10,2,2,9,7,7,4,3,3,4,6,3,6,10,10,1,9,3,9,5,2,10,8,3,9,checked,checked,checked,checked,checked,checked,checked,checked,checked,checked,none,,,,,,,,1,,,,,,,,,,1,,,1to2month,4,,4,,3,,5,,3,,,,4,,4,,5,,3,,female,somepost,morethan20,G1C,no,no,dontknow,2,2,65plus,
QC,410212716,,FRENCH10639,10639,,hco_intro.php,,17/03/2014,18:59:12,,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.0.3705; .NET CLR 1.1.4322; Media Center PC 4.0; .NET CLR 2.0.50727; InfoPath.1; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; AskTbORJ/5.15.9.29495),,FRENCH,1087,54321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410095699,,FRENCH10633,10633,,hco_cleanwater_biodiversity_importance.php,,17/03/2014,16:22:55,,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; EIE10;FRCAWOL; rv:11.0) like Gecko,,FRENCH,1081,54321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,atleast1wk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410144228,,FRENCH10634,10634,y,hco_thankyou.php,,17/03/2014,16:23:26,16:31:17,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,11,FRENCH,1082,12345,9,2,9,8,3,9,3,3,10,7,7,9,2,2,9,4,2,4,5,2,9,6,2,8,1,7,10,10,7,4,,,,,,,,,,,none,1,,,,,,,,,,,,,,,,,1,,,atleast1wk,5,,3,,3,,5,,5,,5,,4,,5,,5,,5,,female,college,morethan20,G4R,no,no,NDP,6,5,35to44,
QC,410035450,,FRENCH10635,10635,y,hco_thankyou.php,,17/03/2014,16:27:24,16:38:42,Mozilla/4.0 (compatible; MSIE 8.0; AOL 9.0; AOLBuild 4327.5202; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; FDM; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),11,FRENCH,1083,54321,9,7,9,10,7,10,7,7,9,6,7,8,3,4,10,8,6,9,5,6,9,1,7,10,2,2,9,4,4,5,,,,,,,,,,,10to29,1,1,,1,1,,1,,,,,,,,,,,1,,,atleast1wk,5,,5,,5,,5,,5,,4,,4,,5,,5,,5,,female,graduate,morethan20,j5m,no,no,Bloc,8,5,35to44,
QC,410050608,,FRENCH10636,10636,y,hco_thankyou.php,,17/03/2014,16:46:35,16:52:27,Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; MAARJS; rv:11.0) like Gecko,11,FRENCH,1084,12345,10,10,1,6,2,3,9,2,9,7,4,9,8,8,9,3,4,3,2,2,9,5,2,9,1,10,1,4,4,1,,,,,,,,,,,5to9,1,,,,1,,1,,,,,,,,,,,1,,,atleast1wk,4,,4,,4,,4,,4,,4,,4,,4,,4,,4,,,college,morethan20,h1w,no,no,noparty,6,5,45to54,
QC,410153565,,FRENCH10637,10637,y,hco_thankyou.php,,17/03/2014,17:24:37,17:34:35,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,11,FRENCH,1085,54321,9,7,9,8,3,9,4,2,4,10,7,10,5,2,9,7,7,4,1,7,10,3,3,4,2,2,9,6,7,6,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,7to11yr,4,,4,,4,,5,,5,,5,,4,,5,,5,,5,,female,college,morethan20,J8Z,no,no,noresponse,5,4,45to54,
QC,410144071,,FRENCH10638,10638,y,hco_thankyou.php,,17/03/2014,17:42:04,17:52:01,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,FRENCH,1086,12345,9,7,9,2,2,9,3,3,4,1,7,5,6,7,6,8,3,9,5,2,9,4,2,4,7,7,9,10,7,4,,,,,checked,,,,,,10to29,1,1,,1,,,,,,,,,,,,,,1,,,atleast1wk,5,,5,,4,,5,,5,,4,,4,,5,,5,,5,,male,bachelors,morethan20,J2W,no,yes,NDP,7,3,45to54,
PR,410220162,,FRENCH10640,10640,,hco_intro.php,,17/03/2014,20:19:30,,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),,FRENCH,1088,12345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QC,410146227,,FRENCH10641,10641,y,hco_thankyou.php,,17/03/2014,20:32:33,20:37:53,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,11,FRENCH,1089,54321,6,2,6,7,8,9,4,2,6,3,3,5,10,10,6,5,2,9,2,2,9,1,3,5,8,3,9,9,2,9,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,atleast1wk,3,,2,,3,,4,,5,,5,,4,,3,,5,,3,,female,bachelors,morethan20,G6E,no,no,NDP,7,4,25to34,
QC,410141261,,FRENCH10642,10642,y,hco_thankyou.php,,17/03/2014,20:32:45,20:45:33,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,11,FRENCH,1090,12345,7,4,9,6,2,8,8,3,1,10,4,7,4,2,1,2,2,8,1,3,1,3,3,8,9,2,9,5,2,9,,,,,,,,,,,none,1,1,,,1,1,,,,,,,,1,1,,,,,,atleast1wk,5,,3,,3,,4,,4,,5,,5,,5,,5,,5,,female,HS,morethan20,H1C,no,no,noparty,5,2,45to54,
QC,410215463,,FRENCH10643,10643,,hco_importanceranking_sample_all.php,,17/03/2014,20:33:08,,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_3 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B511 Safari/9537.53",4,FRENCH,1091,54321,9,2,9,8,3,1,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dontknow,,1,,,,,,,,,,,,,,,,1,,,3month,5,,3,,4,,4,,3,,4,,4,,5,,5,,4,,,,,,,,,,,,
QC,410197234,,FRENCH10644,10644,y,hco_thankyou.php,,17/03/2014,20:34:30,20:44:22,"Mozilla/5.0 (Windows NT 6.2; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,FRENCH,1092,12345,9,3,7,10,1,10,7,7,4,6,3,6,3,3,10,8,3,9,5,5,10,1,3,10,2,1,10,4,1,4,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,3to6yr,4,,4,,4,,5,,4,,5,,5,,5,,5,,5,,female,college,morethan20,g1h,no,no,noresponse,3,2,45to54,
QC,410151778,,FRENCH10645,10645,y,hco_thankyou.php,,17/03/2014,20:34:38,20:40:05,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0),11,FRENCH,1093,54321,10,4,1,6,3,6,9,3,9,7,5,9,8,3,9,3,5,10,2,2,9,5,2,9,1,3,1,4,2,1,,,,,,,,,,,5to9,,,,,1,,,,,,,,,,,,,1,,,atleast1wk,5,,4,,3,,4,,4,,4,,4,,4,,5,,4,,female,bachelors,morethan20,h1w,no,no,noparty,5,2,25to34,
QC,410202771,,FRENCH10646,10646,y,hco_thankyou.php,,17/03/2014,20:38:43,20:44:55,Mozilla/5.0 (Windows NT 6.1; rv:27.0) Gecko/20100101 Firefox/27.0,11,FRENCH,1094,12345,9,3,9,8,3,9,4,2,5,10,4,10,5,2,10,7,4,9,1,3,10,3,3,10,2,2,10,6,2,6,,,,,,,,,,,lessthan5,1,,,,,,,,,,,,,,,,,1,,,atleast1wk,4,,3,,3,,3,,4,,4,,4,,4,,5,,5,,female,bachelors,morethan20,g9b,no,no,liberal,6,5,35to44,
QC,410145046,,FRENCH10647,10647,y,hco_thankyou.php,,17/03/2014,20:40:49,20:47:02,Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko,11,FRENCH,1095,54321,9,7,4,2,2,9,3,3,10,1,3,5,6,2,6,8,3,9,5,2,5,4,2,5,7,7,5,10,7,6,,,,,,,,,,,none,1,,,,1,1,,,,,,,,,,,,1,,,3month,5,,1,,3,,4,,5,,5,,4,,4,,5,,5,,male,somepost,morethan20,J0Z,no,no,NDP,5,3,45to54,
QC,410053825,,FRENCH10648,10648,y,hco_thankyou.php,,17/03/2014,20:50:53,20:58:11,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET4.0C; .NET4.0E),11,FRENCH,1096,12345,1,7,1,7,7,5,6,7,6,4,4,1,5,10,5,9,7,9,8,8,1,10,7,1,3,10,5,2,10,1,,,,,,,,,,,none,,,,,,,,1,,,,,,,,,,1,,,atleast1wk,5,,4,,4,,4,,5,,4,,4,,4,,4,,4,,female,college,morethan20,h1t,no,no,dontknow,3,1,35to44,
