"","id.x","name","pbw_cs","pbw_choice","pbw_choicenumeric","sweight","seq","task","sample","ocean_days","seafood_eat","demoone_gender","demoone_education","demotwo_livedCanada","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","distance_FSA","distance_FSAc","rec","jobs","jobs2","demothree_age_num"
"12136",99911435,"English11435",1,"Foodprovision",1,-1,2,8,"BC","morethan100",36,"male","college","morethan20","no","no","noresponse",4,5,"25to34",443.928288888967,"<100km",2,"none","none",29.5
"12138",99911435,"English11435",9,"AboriginalNeeds",2,-1,2,9,"BC","morethan100",36,"male","college","morethan20","no","no","noresponse",4,5,"25to34",443.928288888967,"<100km",2,"none","none",29.5
"12140",99911435,"English11435",5,"AboriginalNeeds",2,-1,2,10,"BC","morethan100",36,"male","college","morethan20","no","no","noresponse",4,5,"25to34",443.928288888967,"<100km",2,"none","none",29.5
"12142",99911436,"English11436",10,"CarbonStorage",4,-1,2,1,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12144",99911436,"English11436",1,"CoastalProtection",5,-1,2,2,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12146",99911436,"English11436",4,"CarbonStorage",4,-1,2,3,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12148",99911436,"English11436",6,"IconicPlacesandSpecies",8,-1,2,4,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12150",99911436,"English11436",3,"CarbonStorage",4,-1,2,5,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12152",99911436,"English11436",8,"IconicPlacesandSpecies",8,-1,2,6,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12154",99911436,"English11436",7,"CarbonStorage",4,-1,2,7,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12156",99911436,"English11436",2,"IconicPlacesandSpecies",8,-1,2,8,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12158",99911436,"English11436",9,"TourismandRecreation",7,-1,2,9,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12160",99911436,"English11436",5,"CoastalProtection",5,-1,2,10,"ON","10to29",52,"female","college","6to10","no","no","CPC",4,7,"35to44",789165.103319204,">1000km",3,"none","none",39.5
"12162",99911439,"English11439",4,"AboriginalNeeds",2,-1,2,1,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12164",99911439,"English11439",7,"TourismandRecreation",7,-1,2,2,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12166",99911439,"English11439",6,"AboriginalNeeds",2,-1,2,3,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12168",99911439,"English11439",3,"NonFoodProducts",3,-1,2,4,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12170",99911439,"English11439",1,"TourismandRecreation",7,-1,2,5,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12172",99911439,"English11439",8,"NonFoodProducts",3,-1,2,6,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12174",99911439,"English11439",10,"TourismandRecreation",7,-1,2,7,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12176",99911439,"English11439",5,"AboriginalNeeds",2,-1,2,8,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12178",99911439,"English11439",9,"AboriginalNeeds",2,-1,2,9,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12180",99911439,"English11439",2,"AboriginalNeeds",2,-1,2,10,"ON","none",36,"female","somepost","morethan20","no","no","liberal",6,5,"45to54",655969.817692409,">1000km",1,"none","none",49.5
"12182",99911440,"English11440",10,"TourismandRecreation",7,-1,2,1,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12184",99911440,"English11440",7,"TourismandRecreation",7,-1,2,2,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12186",99911440,"English11440",6,"TourismandRecreation",7,-1,2,3,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12188",99911440,"English11440",5,"CoastalLivelihoods",6,-1,2,4,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12190",99911440,"English11440",3,"NonFoodProducts",3,-1,2,5,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12192",99911440,"English11440",9,"TourismandRecreation",7,-1,2,6,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12194",99911440,"English11440",4,"CoastalLivelihoods",6,-1,2,7,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12196",99911440,"English11440",1,"TourismandRecreation",7,-1,2,8,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12198",99911440,"English11440",8,"CoastalLivelihoods",6,-1,2,9,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12200",99911440,"English11440",2,"AboriginalNeeds",2,-1,2,10,"MR","none",52,"male","college","morethan20","no","no","noresponse",2,3,"45to54",83741.0582960695,"<100km",2,"none","none",49.5
"12202",99911442,"English11442",8,"Foodprovision",1,-1,2,1,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12204",99911442,"English11442",1,"Foodprovision",1,-1,2,2,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12206",99911442,"English11442",2,"Foodprovision",1,-1,2,3,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12208",99911442,"English11442",10,"Foodprovision",1,-1,2,4,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12210",99911442,"English11442",5,"CleanWaters",9,-1,2,5,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12212",99911442,"English11442",7,"CleanWaters",9,-1,2,6,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12214",99911442,"English11442",4,"Foodprovision",1,-1,2,7,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12216",99911442,"English11442",3,"Biodiversity",10,-1,2,8,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12218",99911442,"English11442",9,"CleanWaters",9,-1,2,9,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12220",99911442,"English11442",6,"IconicPlacesandSpecies",8,-1,2,10,"ON","5to9",36,"male","college","morethan20","no","no","CPC",5,5,"35to44",732598.764004196,">1000km",1,"none","none",39.5
"12222",99911443,"English11443",9,"AboriginalNeeds",2,-1,2,1,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12224",99911443,"English11443",2,"AboriginalNeeds",2,-1,2,2,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12226",99911443,"English11443",6,"AboriginalNeeds",2,-1,2,3,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12228",99911443,"English11443",10,"TourismandRecreation",7,-1,2,4,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12230",99911443,"English11443",7,"TourismandRecreation",7,-1,2,5,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12232",99911443,"English11443",3,"NonFoodProducts",3,-1,2,6,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12234",99911443,"English11443",5,"AboriginalNeeds",2,-1,2,7,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12236",99911443,"English11443",4,"AboriginalNeeds",2,-1,2,8,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12238",99911443,"English11443",1,"TourismandRecreation",7,-1,2,9,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12240",99911443,"English11443",8,"NonFoodProducts",3,-1,2,10,"BC","5to9",0,"male","somepost","morethan20","no","no","liberal",7,6,"45to54",30946.7188908803,"<100km",1,"none","none",49.5
"12242",99911444,"English11444",1,"NonFoodProducts",3,-1,2,1,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12244",99911444,"English11444",4,"Foodprovision",1,-1,2,2,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12246",99911444,"English11444",5,"CoastalLivelihoods",6,-1,2,3,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12248",99911444,"English11444",3,"NonFoodProducts",3,-1,2,4,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12250",99911444,"English11444",8,"NonFoodProducts",3,-1,2,5,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12252",99911444,"English11444",10,"TourismandRecreation",7,-1,2,6,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12254",99911444,"English11444",7,"TourismandRecreation",7,-1,2,7,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12256",99911444,"English11444",9,"TourismandRecreation",7,-1,2,8,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12258",99911444,"English11444",2,"IconicPlacesandSpecies",8,-1,2,9,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12260",99911444,"English11444",6,"NonFoodProducts",3,-1,2,10,"ON","none",52,"female","graduate","morethan20","yes","no","green",5,7,"35to44",736451.089600742,">1000km",3,"none","none",39.5
"12262",99911447,"English11447",5,"AboriginalNeeds",2,-1,2,1,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12264",99911447,"English11447",4,"AboriginalNeeds",2,-1,2,2,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12266",99911447,"English11447",6,"AboriginalNeeds",2,-1,2,3,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12268",99911447,"English11447",10,"TourismandRecreation",7,-1,2,4,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12270",99911447,"English11447",1,"Biodiversity",10,-1,2,5,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12272",99911447,"English11447",7,"TourismandRecreation",7,-1,2,6,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12274",99911447,"English11447",3,"NonFoodProducts",3,-1,2,7,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12276",99911447,"English11447",2,"AboriginalNeeds",2,-1,2,8,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12278",99911447,"English11447",8,"IconicPlacesandSpecies",8,-1,2,9,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12280",99911447,"English11447",9,"AboriginalNeeds",2,-1,2,10,"ON","none",0,"male","HS","morethan20","no","no","noresponse",9,5,"35to44",799075.349358522,">1000km",1,"none","none",39.5
"12282",99911448,"English11448",8,"NonFoodProducts",3,-1,2,1,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12284",99911448,"English11448",9,"NonFoodProducts",3,-1,2,2,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12286",99911448,"English11448",5,"CoastalLivelihoods",6,-1,2,3,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12288",99911448,"English11448",10,"TourismandRecreation",7,-1,2,4,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12290",99911448,"English11448",1,"TourismandRecreation",7,-1,2,5,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12292",99911448,"English11448",2,"AboriginalNeeds",2,-1,2,6,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12294",99911448,"English11448",7,"TourismandRecreation",7,-1,2,7,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12296",99911448,"English11448",4,"CoastalLivelihoods",6,-1,2,8,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12298",99911448,"English11448",3,"NonFoodProducts",3,-1,2,9,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12300",99911448,"English11448",6,"TourismandRecreation",7,-1,2,10,"ON","none",36,"male","bachelors","morethan20","no","no","CPC",5,6,"35to44",736401.800139191,">1000km",4,"none","none",39.5
"12302",99911449,"English11449",9,"CarbonStorage",4,-1,2,1,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12304",99911449,"English11449",2,"AboriginalNeeds",2,-1,2,2,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12306",99911449,"English11449",6,"NonFoodProducts",3,-1,2,3,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12308",99911449,"English11449",10,"CarbonStorage",4,-1,2,4,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12310",99911449,"English11449",7,"CarbonStorage",4,-1,2,5,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12312",99911449,"English11449",3,"CarbonStorage",4,-1,2,6,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12314",99911449,"English11449",5,"AboriginalNeeds",2,-1,2,7,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12316",99911449,"English11449",4,"CarbonStorage",4,-1,2,8,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12318",99911449,"English11449",1,"NonFoodProducts",3,-1,2,9,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12320",99911449,"English11449",8,"NonFoodProducts",3,-1,2,10,"MR","5to9",18,"female","college","morethan20","no","no","NDP",4,8,"35to44",54153.3951754079,"<100km",1,"none","none",39.5
"12322",99911450,"English11450",1,"NonFoodProducts",3,-1,2,1,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12324",99911450,"English11450",4,"AboriginalNeeds",2,-1,2,2,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12326",99911450,"English11450",5,"AboriginalNeeds",2,-1,2,3,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12328",99911450,"English11450",3,"NonFoodProducts",3,-1,2,4,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12330",99911450,"English11450",8,"Foodprovision",1,-1,2,5,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12332",99911450,"English11450",10,"CarbonStorage",4,-1,2,6,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12334",99911450,"English11450",7,"TourismandRecreation",7,-1,2,7,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12336",99911450,"English11450",9,"AboriginalNeeds",2,-1,2,8,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12338",99911450,"English11450",2,"AboriginalNeeds",2,-1,2,9,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12340",99911450,"English11450",6,"AboriginalNeeds",2,-1,2,10,"PR","none",1.5,"female","college","morethan20","no","no","dontknow",4,5,"45to54",738041.756357865,">1000km",1,"none","none",49.5
"12342",99911451,"English11451",10,"CarbonStorage",4,-1,2,1,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12344",99911451,"English11451",8,"IconicPlacesandSpecies",8,-1,2,2,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12346",99911451,"English11451",4,"AboriginalNeeds",2,-1,2,3,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12348",99911451,"English11451",3,"IconicPlacesandSpecies",8,-1,2,4,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12350",99911451,"English11451",9,"AboriginalNeeds",2,-1,2,5,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12352",99911451,"English11451",6,"AboriginalNeeds",2,-1,2,6,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12354",99911451,"English11451",2,"AboriginalNeeds",2,-1,2,7,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12356",99911451,"English11451",7,"TourismandRecreation",7,-1,2,8,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12358",99911451,"English11451",1,"TourismandRecreation",7,-1,2,9,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12360",99911451,"English11451",5,"AboriginalNeeds",2,-1,2,10,"ON","5to9",18,"male","bachelors","morethan20","no","no","liberal",9,5,"45to54",899242.235013508,">1000km",3,"none","none",49.5
"12362",99911452,"English11452",3,"NonFoodProducts",3,-1,2,1,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12364",99911452,"English11452",9,"NonFoodProducts",3,-1,2,2,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12366",99911452,"English11452",8,"NonFoodProducts",3,-1,2,3,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12368",99911452,"English11452",6,"NonFoodProducts",3,-1,2,4,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12370",99911452,"English11452",7,"TourismandRecreation",7,-1,2,5,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12372",99911452,"English11452",2,"Biodiversity",10,-1,2,6,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12374",99911452,"English11452",10,"TourismandRecreation",7,-1,2,7,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12376",99911452,"English11452",1,"NonFoodProducts",3,-1,2,8,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12378",99911452,"English11452",5,"CoastalLivelihoods",6,-1,2,9,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12380",99911452,"English11452",4,"CoastalLivelihoods",6,-1,2,10,"MR","lessthan5",9,"female","college","morethan20","no","no","noparty",3,3,"45to54",7830.27129239394,"<100km",1,"none","none",49.5
"12382",99911453,"English11453",5,"AboriginalNeeds",2,-1,2,1,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12384",99911453,"English11453",4,"AboriginalNeeds",2,-1,2,2,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12386",99911453,"English11453",6,"AboriginalNeeds",2,-1,2,3,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12388",99911453,"English11453",10,"Biodiversity",10,-1,2,4,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12390",99911453,"English11453",1,"NonFoodProducts",3,-1,2,5,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12392",99911453,"English11453",7,"TourismandRecreation",7,-1,2,6,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12394",99911453,"English11453",3,"NonFoodProducts",3,-1,2,7,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12396",99911453,"English11453",2,"AboriginalNeeds",2,-1,2,8,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12398",99911453,"English11453",8,"NonFoodProducts",3,-1,2,9,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12400",99911453,"English11453",9,"AboriginalNeeds",2,-1,2,10,"ON","10to29",52,"male","college","morethan20","no","no","noresponse",6,7,"35to44",853891.685476594,">1000km",5,"none","none",39.5
"12402",99911454,"English11454",8,"IconicPlacesandSpecies",8,-1,2,1,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12404",99911454,"English11454",9,"AboriginalNeeds",2,-1,2,2,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12406",99911454,"English11454",5,"AboriginalNeeds",2,-1,2,3,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12408",99911454,"English11454",10,"TourismandRecreation",7,-1,2,4,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12410",99911454,"English11454",1,"TourismandRecreation",7,-1,2,5,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12412",99911454,"English11454",2,"AboriginalNeeds",2,-1,2,6,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12414",99911454,"English11454",7,"TourismandRecreation",7,-1,2,7,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12416",99911454,"English11454",4,"AboriginalNeeds",2,-1,2,8,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12418",99911454,"English11454",3,"NonFoodProducts",3,-1,2,9,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12420",99911454,"English11454",6,"AboriginalNeeds",2,-1,2,10,"ON","lessthan5",18,"female","HS","morethan20","no","no","dontknow",9,5,"45to54",763529.524072256,">1000km",1,"none","none",49.5
"12422",99911455,"English11455",9,"NonFoodProducts",3,-1,2,1,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
"12424",99911455,"English11455",2,"AboriginalNeeds",2,-1,2,2,"MR","30to49",52,"female","college","morethan20","no","yes","noparty",4,6,"45to54",7786.9026982302,"<100km",3,"none","none",49.5
