id,name,pbw_cs,pbw_choice,pbw_choicenumeric,sweight,seq,task
99910911,English10911,7,CleanWaters,9,1,1,6
99910911,English10911,7,TourismandRecreation,7,-1,2,6
99910911,English10911,4,Foodprovision,1,1,1,7
99910911,English10911,4,AboriginalNeeds,2,-1,2,7
99910911,English10911,6,CoastalLivelihoods,6,1,1,8
99910911,English10911,6,AboriginalNeeds,2,-1,2,8
99910911,English10911,9,CleanWaters,9,1,1,9
99910911,English10911,9,AboriginalNeeds,2,-1,2,9
99910911,English10911,3,Biodiversity,10,1,1,10
99910911,English10911,3,NonFoodProducts,3,-1,2,10
99910912,English10912,7,CleanWaters,9,1,1,1
99910912,English10912,7,TourismandRecreation,7,-1,2,1
99910912,English10912,5,CleanWaters,9,1,1,2
99910912,English10912,5,AboriginalNeeds,2,-1,2,2
99910912,English10912,1,Biodiversity,10,1,1,3
99910912,English10912,1,TourismandRecreation,7,-1,2,3
99910912,English10912,10,Biodiversity,10,1,1,4
99910912,English10912,10,TourismandRecreation,7,-1,2,4
99910912,English10912,6,CoastalLivelihoods,6,1,1,5
99910912,English10912,6,AboriginalNeeds,2,-1,2,5
99910912,English10912,2,CleanWaters,9,1,1,6
99910912,English10912,2,AboriginalNeeds,2,-1,2,6
99910912,English10912,9,CleanWaters,9,1,1,7
99910912,English10912,9,AboriginalNeeds,2,-1,2,7
99910912,English10912,3,Biodiversity,10,1,1,8
99910912,English10912,3,IconicPlacesandSpecies,8,-1,2,8
99910912,English10912,8,CleanWaters,9,1,1,9
99910912,English10912,8,IconicPlacesandSpecies,8,-1,2,9
99910912,English10912,4,Foodprovision,1,1,1,10
99910912,English10912,4,AboriginalNeeds,2,-1,2,10
99910915,English10915,2,CleanWaters,9,1,1,1
99910915,English10915,2,IconicPlacesandSpecies,8,-1,2,1
99910915,English10915,1,Foodprovision,1,1,1,2
99910915,English10915,1,TourismandRecreation,7,-1,2,2
99910915,English10915,3,CoastalProtection,5,1,1,3
99910915,English10915,3,IconicPlacesandSpecies,8,-1,2,3
99910915,English10915,7,CleanWaters,9,1,1,4
99910915,English10915,7,TourismandRecreation,7,-1,2,4
99910915,English10915,8,CleanWaters,9,1,1,5
99910915,English10915,8,IconicPlacesandSpecies,8,-1,2,5
99910915,English10915,4,CoastalProtection,5,1,1,6
99910915,English10915,4,CarbonStorage,4,-1,2,6
99910915,English10915,10,Biodiversity,10,1,1,7
99910915,English10915,10,TourismandRecreation,7,-1,2,7
99910915,English10915,9,CleanWaters,9,1,1,8
99910915,English10915,9,TourismandRecreation,7,-1,2,8
99910915,English10915,5,CleanWaters,9,1,1,9
99910915,English10915,5,AboriginalNeeds,2,-1,2,9
99910915,English10915,6,CoastalLivelihoods,6,1,1,10
99910915,English10915,6,TourismandRecreation,7,-1,2,10
99910916,English10916,5,CleanWaters,9,1,1,1
99910916,English10916,5,AboriginalNeeds,2,-1,2,1
99910916,English10916,6,TourismandRecreation,7,1,1,2
99910916,English10916,6,AboriginalNeeds,2,-1,2,2
99910916,English10916,2,Foodprovision,1,1,1,3
99910916,English10916,2,AboriginalNeeds,2,-1,2,3
99910916,English10916,7,CleanWaters,9,1,1,4
99910916,English10916,7,TourismandRecreation,7,-1,2,4
99910916,English10916,8,Foodprovision,1,1,1,5
99910916,English10916,8,IconicPlacesandSpecies,8,-1,2,5
99910916,English10916,9,CarbonStorage,4,1,1,6
99910916,English10916,9,AboriginalNeeds,2,-1,2,6
99910916,English10916,4,Foodprovision,1,1,1,7
99910916,English10916,4,AboriginalNeeds,2,-1,2,7
99910916,English10916,10,Foodprovision,1,1,1,8
99910916,English10916,10,TourismandRecreation,7,-1,2,8
99910916,English10916,1,Foodprovision,1,1,1,9
99910916,English10916,1,TourismandRecreation,7,-1,2,9
99910916,English10916,3,CarbonStorage,4,1,1,10
99910916,English10916,3,NonFoodProducts,3,-1,2,10
99910917,English10917,6,NonFoodProducts,3,1,1,1
99910917,English10917,6,AboriginalNeeds,2,-1,2,1
99910917,English10917,9,CarbonStorage,4,1,1,2
99910917,English10917,9,NonFoodProducts,3,-1,2,2
99910917,English10917,3,IconicPlacesandSpecies,8,1,1,3
99910917,English10917,3,Biodiversity,10,-1,2,3
99910917,English10917,7,CarbonStorage,4,1,1,4
99910917,English10917,7,IconicPlacesandSpecies,8,-1,2,4
99910917,English10917,4,CoastalProtection,5,1,1,5
99910917,English10917,4,AboriginalNeeds,2,-1,2,5
99910917,English10917,10,Foodprovision,1,1,1,6
99910917,English10917,10,TourismandRecreation,7,-1,2,6
99910917,English10917,2,CleanWaters,9,1,1,7
99910917,English10917,2,Foodprovision,1,-1,2,7
99910917,English10917,1,Biodiversity,10,1,1,8
99910917,English10917,1,TourismandRecreation,7,-1,2,8
99910917,English10917,8,Foodprovision,1,1,1,9
99910917,English10917,8,NonFoodProducts,3,-1,2,9
99910917,English10917,5,CleanWaters,9,1,1,10
99910917,English10917,5,CoastalProtection,5,-1,2,10
99910918,English10918,8,CleanWaters,9,1,1,1
99910918,English10918,8,NonFoodProducts,3,-1,2,1
99910918,English10918,1,CoastalProtection,5,1,1,2
99910918,English10918,1,Foodprovision,1,-1,2,2
99910918,English10918,2,CleanWaters,9,1,1,3
99910918,English10918,2,AboriginalNeeds,2,-1,2,3
99910918,English10918,10,TourismandRecreation,7,1,1,4
99910918,English10918,10,Biodiversity,10,-1,2,4
99910918,English10918,5,CleanWaters,9,1,1,5
99910918,English10918,5,AboriginalNeeds,2,-1,2,5
99910918,English10918,7,CleanWaters,9,1,1,6
99910918,English10918,7,CarbonStorage,4,-1,2,6
99910918,English10918,4,CoastalProtection,5,1,1,7
99910918,English10918,4,AboriginalNeeds,2,-1,2,7
99910918,English10918,6,TourismandRecreation,7,1,1,8
99910918,English10918,6,AboriginalNeeds,2,-1,2,8
99910918,English10918,9,CleanWaters,9,1,1,9
99910918,English10918,9,AboriginalNeeds,2,-1,2,9
99910918,English10918,3,CoastalProtection,5,1,1,10
99910918,English10918,3,CarbonStorage,4,-1,2,10
99910920,English10920,5,CoastalProtection,5,1,1,1
99910920,English10920,5,AboriginalNeeds,2,-1,2,1
99910920,English10920,4,CoastalProtection,5,1,1,2
99910920,English10920,4,AboriginalNeeds,2,-1,2,2
99910920,English10920,8,IconicPlacesandSpecies,8,1,1,3
99910920,English10920,8,CoastalLivelihoods,6,-1,2,3
99910920,English10920,1,CoastalProtection,5,1,1,4
99910920,English10920,1,NonFoodProducts,3,-1,2,4
99910920,English10920,10,CarbonStorage,4,1,1,5
99910920,English10920,10,TourismandRecreation,7,-1,2,5
99910920,English10920,7,CoastalProtection,5,1,1,6
99910920,English10920,7,TourismandRecreation,7,-1,2,6
99910920,English10920,3,IconicPlacesandSpecies,8,1,1,7
99910920,English10920,3,NonFoodProducts,3,-1,2,7
99910920,English10920,6,IconicPlacesandSpecies,8,1,1,8
99910920,English10920,6,AboriginalNeeds,2,-1,2,8
99910920,English10920,9,CleanWaters,9,1,1,9
99910920,English10920,9,AboriginalNeeds,2,-1,2,9
99910920,English10920,2,IconicPlacesandSpecies,8,1,1,10
99910920,English10920,2,AboriginalNeeds,2,-1,2,10
99910921,English10921,10,Biodiversity,10,1,1,1
99910921,English10921,10,TourismandRecreation,7,-1,2,1
99910921,English10921,6,IconicPlacesandSpecies,8,1,1,2
99910921,English10921,6,AboriginalNeeds,2,-1,2,2
99910921,English10921,5,CleanWaters,9,1,1,3
99910921,English10921,5,AboriginalNeeds,2,-1,2,3
99910921,English10921,3,Biodiversity,10,1,1,4
99910921,English10921,3,NonFoodProducts,3,-1,2,4
99910921,English10921,4,CarbonStorage,4,1,1,5
99910921,English10921,4,AboriginalNeeds,2,-1,2,5
99910921,English10921,9,CleanWaters,9,1,1,6
99910921,English10921,9,AboriginalNeeds,2,-1,2,6
99910921,English10921,7,CleanWaters,9,1,1,7
99910921,English10921,7,TourismandRecreation,7,-1,2,7
99910921,English10921,8,CleanWaters,9,1,1,8
99910921,English10921,8,NonFoodProducts,3,-1,2,8
99910921,English10921,2,CleanWaters,9,1,1,9
99910921,English10921,2,AboriginalNeeds,2,-1,2,9
99910921,English10921,1,Biodiversity,10,1,1,10
99910921,English10921,1,NonFoodProducts,3,-1,2,10
99910924,English10924,6,IconicPlacesandSpecies,8,1,1,1
99910924,English10924,6,AboriginalNeeds,2,-1,2,1
99910924,English10924,2,CleanWaters,9,1,1,2
99910924,English10924,2,AboriginalNeeds,2,-1,2,2
99910924,English10924,1,CoastalProtection,5,1,1,3
99910924,English10924,1,NonFoodProducts,3,-1,2,3
99910924,English10924,9,CleanWaters,9,1,1,4
99910924,English10924,9,AboriginalNeeds,2,-1,2,4
99910924,English10924,8,CleanWaters,9,1,1,5
99910924,English10924,8,NonFoodProducts,3,-1,2,5
99910924,English10924,5,CleanWaters,9,1,1,6
99910924,English10924,5,AboriginalNeeds,2,-1,2,6
99910924,English10924,10,Foodprovision,1,1,1,7
99910924,English10924,10,TourismandRecreation,7,-1,2,7
99910924,English10924,7,CleanWaters,9,1,1,8
99910924,English10924,7,TourismandRecreation,7,-1,2,8
99910924,English10924,3,IconicPlacesandSpecies,8,1,1,9
99910924,English10924,3,NonFoodProducts,3,-1,2,9
99910924,English10924,4,CoastalProtection,5,1,1,10
99910924,English10924,4,AboriginalNeeds,2,-1,2,10
99910925,English10925,2,CleanWaters,9,1,1,1
99910925,English10925,2,Foodprovision,1,-1,2,1
99910925,English10925,10,Biodiversity,10,1,1,2
99910925,English10925,10,TourismandRecreation,7,-1,2,2
99910925,English10925,3,Biodiversity,10,1,1,3
99910925,English10925,3,NonFoodProducts,3,-1,2,3
99910925,English10925,5,CleanWaters,9,1,1,4
99910925,English10925,5,CoastalLivelihoods,6,-1,2,4
99910925,English10925,9,CleanWaters,9,1,1,5
99910925,English10925,9,TourismandRecreation,7,-1,2,5
99910925,English10925,7,CleanWaters,9,1,1,6
99910925,English10925,7,TourismandRecreation,7,-1,2,6
99910925,English10925,6,IconicPlacesandSpecies,8,1,1,7
99910925,English10925,6,TourismandRecreation,7,-1,2,7
99910925,English10925,1,Biodiversity,10,1,1,8
99910925,English10925,1,TourismandRecreation,7,-1,2,8
99910925,English10925,8,CleanWaters,9,1,1,9
99910925,English10925,8,CoastalLivelihoods,6,-1,2,9
99910925,English10925,4,CarbonStorage,4,1,1,10
99910925,English10925,4,CoastalProtection,5,-1,2,10
99910926,English10926,2,CleanWaters,9,1,1,1
99910926,English10926,2,AboriginalNeeds,2,-1,2,1
99910926,English10926,1,CoastalProtection,5,1,1,2
99910926,English10926,1,TourismandRecreation,7,-1,2,2
99910926,English10926,10,CarbonStorage,4,1,1,3
99910926,English10926,10,TourismandRecreation,7,-1,2,3
99910926,English10926,4,CoastalProtection,5,1,1,4
99910926,English10926,4,AboriginalNeeds,2,-1,2,4
99910926,English10926,3,CoastalProtection,5,1,1,5
99910926,English10926,3,NonFoodProducts,3,-1,2,5
99910926,English10926,8,CleanWaters,9,1,1,6
99910926,English10926,8,NonFoodProducts,3,-1,2,6
99910926,English10926,6,CoastalLivelihoods,6,1,1,7
99910926,English10926,6,AboriginalNeeds,2,-1,2,7
99910926,English10926,7,CleanWaters,9,1,1,8
99910926,English10926,7,TourismandRecreation,7,-1,2,8
99910926,English10926,9,CleanWaters,9,1,1,9
99910926,English10926,9,AboriginalNeeds,2,-1,2,9
99910926,English10926,5,CleanWaters,9,1,1,10
99910926,English10926,5,AboriginalNeeds,2,-1,2,10
99910927,English10927,8,CleanWaters,9,1,1,1
99910927,English10927,8,CoastalLivelihoods,6,-1,2,1
99910927,English10927,2,CleanWaters,9,1,1,2
99910927,English10927,2,AboriginalNeeds,2,-1,2,2
99910927,English10927,6,TourismandRecreation,7,1,1,3
99910927,English10927,6,AboriginalNeeds,2,-1,2,3
99910927,English10927,10,Foodprovision,1,1,1,4
99910927,English10927,10,CarbonStorage,4,-1,2,4
99910927,English10927,3,CoastalProtection,5,1,1,5
99910927,English10927,3,CarbonStorage,4,-1,2,5
99910927,English10927,4,Foodprovision,1,1,1,6
99910927,English10927,4,AboriginalNeeds,2,-1,2,6
99910927,English10927,5,CleanWaters,9,1,1,7
99910927,English10927,5,AboriginalNeeds,2,-1,2,7
99910927,English10927,1,Foodprovision,1,1,1,8
99910927,English10927,1,NonFoodProducts,3,-1,2,8
99910927,English10927,9,CleanWaters,9,1,1,9
99910927,English10927,9,AboriginalNeeds,2,-1,2,9
99910927,English10927,7,CleanWaters,9,1,1,10
99910927,English10927,7,CarbonStorage,4,-1,2,10
99910929,English10929,2,CleanWaters,9,1,1,1
99910929,English10929,2,AboriginalNeeds,2,-1,2,1
99910929,English10929,5,CleanWaters,9,1,1,2
99910929,English10929,5,AboriginalNeeds,2,-1,2,2
99910929,English10929,3,Biodiversity,10,1,1,3
99910929,English10929,3,NonFoodProducts,3,-1,2,3
99910929,English10929,7,CleanWaters,9,1,1,4
99910929,English10929,7,CoastalProtection,5,-1,2,4
99910929,English10929,6,IconicPlacesandSpecies,8,1,1,5
99910929,English10929,6,AboriginalNeeds,2,-1,2,5
99910929,English10929,1,Biodiversity,10,1,1,6
99910929,English10929,1,CoastalProtection,5,-1,2,6
99910929,English10929,10,Biodiversity,10,1,1,7
99910929,English10929,10,CoastalLivelihoods,6,-1,2,7
99910929,English10929,8,CleanWaters,9,1,1,8
99910929,English10929,8,NonFoodProducts,3,-1,2,8
99910929,English10929,9,CleanWaters,9,1,1,9
99910929,English10929,9,AboriginalNeeds,2,-1,2,9
99910929,English10929,4,CarbonStorage,4,1,1,10
99910929,English10929,4,AboriginalNeeds,2,-1,2,10
99910931,English10931,4,CoastalProtection,5,1,1,1
99910931,English10931,4,AboriginalNeeds,2,-1,2,1
99910931,English10931,7,CarbonStorage,4,1,1,2
99910931,English10931,7,TourismandRecreation,7,-1,2,2
99910931,English10931,8,CleanWaters,9,1,1,3
99910931,English10931,8,NonFoodProducts,3,-1,2,3
99910931,English10931,6,IconicPlacesandSpecies,8,1,1,4
99910931,English10931,6,NonFoodProducts,3,-1,2,4
99910931,English10931,1,CoastalProtection,5,1,1,5
99910931,English10931,1,NonFoodProducts,3,-1,2,5
99910931,English10931,3,Biodiversity,10,1,1,6
99910931,English10931,3,NonFoodProducts,3,-1,2,6
99910931,English10931,9,CleanWaters,9,1,1,7
99910931,English10931,9,NonFoodProducts,3,-1,2,7
99910931,English10931,10,Biodiversity,10,1,1,8
99910931,English10931,10,TourismandRecreation,7,-1,2,8
99910931,English10931,5,CleanWaters,9,1,1,9
99910931,English10931,5,AboriginalNeeds,2,-1,2,9
99910931,English10931,2,CleanWaters,9,1,1,10
99910931,English10931,2,AboriginalNeeds,2,-1,2,10
99910932,English10932,8,Foodprovision,1,1,1,1
99910932,English10932,8,NonFoodProducts,3,-1,2,1
99910932,English10932,1,Foodprovision,1,1,1,2
99910932,English10932,1,NonFoodProducts,3,-1,2,2
99910932,English10932,7,CleanWaters,9,1,1,3
99910932,English10932,7,TourismandRecreation,7,-1,2,3
99910932,English10932,2,Foodprovision,1,1,1,4
99910932,English10932,2,AboriginalNeeds,2,-1,2,4
99910932,English10932,6,CoastalLivelihoods,6,1,1,5
99910932,English10932,6,NonFoodProducts,3,-1,2,5
99910932,English10932,10,Foodprovision,1,1,1,6
99910932,English10932,10,TourismandRecreation,7,-1,2,6
99910932,English10932,3,CoastalProtection,5,1,1,7
99910932,English10932,3,NonFoodProducts,3,-1,2,7
99910932,English10932,9,CarbonStorage,4,1,1,8
99910932,English10932,9,NonFoodProducts,3,-1,2,8
99910932,English10932,5,CoastalProtection,5,1,1,9
99910932,English10932,5,AboriginalNeeds,2,-1,2,9
99910932,English10932,4,Foodprovision,1,1,1,10
99910932,English10932,4,AboriginalNeeds,2,-1,2,10
99910933,English10933,1,TourismandRecreation,7,1,1,1
99910933,English10933,1,CoastalProtection,5,-1,2,1
99910933,English10933,3,CoastalProtection,5,1,1,2
99910933,English10933,3,IconicPlacesandSpecies,8,-1,2,2
99910933,English10933,4,CoastalLivelihoods,6,1,1,3
99910933,English10933,4,Foodprovision,1,-1,2,3
99910933,English10933,6,CoastalLivelihoods,6,1,1,4
99910933,English10933,6,AboriginalNeeds,2,-1,2,4
99910933,English10933,9,CleanWaters,9,1,1,5
99910933,English10933,9,AboriginalNeeds,2,-1,2,5
99910933,English10933,10,Foodprovision,1,1,1,6
99910933,English10933,10,TourismandRecreation,7,-1,2,6
99910933,English10933,7,CleanWaters,9,1,1,7
99910933,English10933,7,TourismandRecreation,7,-1,2,7
99910933,English10933,2,CleanWaters,9,1,1,8
99910933,English10933,2,AboriginalNeeds,2,-1,2,8
99910933,English10933,5,CoastalProtection,5,1,1,9
99910933,English10933,5,AboriginalNeeds,2,-1,2,9
99910933,English10933,8,CleanWaters,9,1,1,10
99910933,English10933,8,IconicPlacesandSpecies,8,-1,2,10
99910934,English10934,6,CoastalLivelihoods,6,1,1,1
99910934,English10934,6,AboriginalNeeds,2,-1,2,1
99910934,English10934,2,CleanWaters,9,1,1,2
99910934,English10934,2,AboriginalNeeds,2,-1,2,2
99910934,English10934,1,Biodiversity,10,1,1,3
99910934,English10934,1,TourismandRecreation,7,-1,2,3
99910934,English10934,9,CleanWaters,9,1,1,4
99910934,English10934,9,AboriginalNeeds,2,-1,2,4
99910934,English10934,8,CleanWaters,9,1,1,5
99910934,English10934,8,IconicPlacesandSpecies,8,-1,2,5
99910934,English10934,5,Biodiversity,10,1,1,6
99910934,English10934,5,AboriginalNeeds,2,-1,2,6
99910934,English10934,10,CarbonStorage,4,1,1,7
99910934,English10934,10,TourismandRecreation,7,-1,2,7
99910934,English10934,7,CleanWaters,9,1,1,8
99910934,English10934,7,TourismandRecreation,7,-1,2,8
99910934,English10934,3,CarbonStorage,4,1,1,9
99910934,English10934,3,IconicPlacesandSpecies,8,-1,2,9
99910934,English10934,4,CarbonStorage,4,1,1,10
99910934,English10934,4,AboriginalNeeds,2,-1,2,10
99910935,English10935,4,CoastalLivelihoods,6,1,1,1
99910935,English10935,4,AboriginalNeeds,2,-1,2,1
99910935,English10935,2,Foodprovision,1,1,1,2
99910935,English10935,2,AboriginalNeeds,2,-1,2,2
99910935,English10935,9,CleanWaters,9,1,1,3
99910935,English10935,9,AboriginalNeeds,2,-1,2,3
99910935,English10935,5,CoastalLivelihoods,6,1,1,4
99910935,English10935,5,AboriginalNeeds,2,-1,2,4
99910935,English10935,1,Foodprovision,1,1,1,5
99910935,English10935,1,TourismandRecreation,7,-1,2,5
99910935,English10935,10,CoastalLivelihoods,6,1,1,6
99910935,English10935,10,TourismandRecreation,7,-1,2,6
99910935,English10935,7,CleanWaters,9,1,1,7
99910935,English10935,7,TourismandRecreation,7,-1,2,7
99910935,English10935,3,NonFoodProducts,3,1,1,8
99910935,English10935,3,CoastalProtection,5,-1,2,8
99910935,English10935,6,CoastalLivelihoods,6,1,1,9
99910935,English10935,6,AboriginalNeeds,2,-1,2,9
99910935,English10935,8,CoastalLivelihoods,6,1,1,10
99910935,English10935,8,IconicPlacesandSpecies,8,-1,2,10
99910936,English10936,1,Foodprovision,1,1,1,1
99910936,English10936,1,NonFoodProducts,3,-1,2,1
99910936,English10936,5,CoastalLivelihoods,6,1,1,2
99910936,English10936,5,AboriginalNeeds,2,-1,2,2
99910936,English10936,9,CleanWaters,9,1,1,3
99910936,English10936,9,NonFoodProducts,3,-1,2,3
99910936,English10936,2,Foodprovision,1,1,1,4
99910936,English10936,2,AboriginalNeeds,2,-1,2,4
99910936,English10936,7,CleanWaters,9,1,1,5
99910936,English10936,7,TourismandRecreation,7,-1,2,5
99910936,English10936,8,Foodprovision,1,1,1,6
99910936,English10936,8,NonFoodProducts,3,-1,2,6
99910936,English10936,3,Biodiversity,10,1,1,7
99910936,English10936,3,NonFoodProducts,3,-1,2,7
99910936,English10936,6,CoastalLivelihoods,6,1,1,8
99910936,English10936,6,NonFoodProducts,3,-1,2,8
99910936,English10936,10,Foodprovision,1,1,1,9
99910936,English10936,10,TourismandRecreation,7,-1,2,9
99910936,English10936,4,Foodprovision,1,1,1,10
99910936,English10936,4,AboriginalNeeds,2,-1,2,10
99910937,English10937,7,CleanWaters,9,1,1,1
99910937,English10937,7,CarbonStorage,4,-1,2,1
99910937,English10937,4,CoastalProtection,5,1,1,2
99910937,English10937,4,AboriginalNeeds,2,-1,2,2
99910937,English10937,5,CleanWaters,9,1,1,3
99910937,English10937,5,AboriginalNeeds,2,-1,2,3
99910937,English10937,10,Foodprovision,1,1,1,4
99910937,English10937,10,CarbonStorage,4,-1,2,4
99910937,English10937,6,CoastalLivelihoods,6,1,1,5
99910937,English10937,6,AboriginalNeeds,2,-1,2,5
99910937,English10937,9,CleanWaters,9,1,1,6
99910937,English10937,9,AboriginalNeeds,2,-1,2,6
99910937,English10937,3,CoastalProtection,5,1,1,7
99910937,English10937,3,NonFoodProducts,3,-1,2,7
99910937,English10937,8,CleanWaters,9,1,1,8
99910937,English10937,8,NonFoodProducts,3,-1,2,8
99910937,English10937,2,CleanWaters,9,1,1,9
99910937,English10937,2,AboriginalNeeds,2,-1,2,9
99910937,English10937,1,CoastalProtection,5,1,1,10
99910937,English10937,1,NonFoodProducts,3,-1,2,10
99910938,English10938,10,CarbonStorage,4,1,1,1
99910938,English10938,10,TourismandRecreation,7,-1,2,1
99910938,English10938,2,CleanWaters,9,1,1,2
99910938,English10938,2,AboriginalNeeds,2,-1,2,2
99910938,English10938,6,CoastalLivelihoods,6,1,1,3
99910938,English10938,6,AboriginalNeeds,2,-1,2,3
99910938,English10938,8,CleanWaters,9,1,1,4
99910938,English10938,8,NonFoodProducts,3,-1,2,4
99910938,English10938,3,CarbonStorage,4,1,1,5
99910938,English10938,3,NonFoodProducts,3,-1,2,5
99910938,English10938,7,CleanWaters,9,1,1,6
99910938,English10938,7,TourismandRecreation,7,-1,2,6
99910938,English10938,1,Foodprovision,1,1,1,7
99910938,English10938,1,TourismandRecreation,7,-1,2,7
99910938,English10938,4,CarbonStorage,4,1,1,8
99910938,English10938,4,AboriginalNeeds,2,-1,2,8
99910938,English10938,5,CleanWaters,9,1,1,9
99910938,English10938,5,AboriginalNeeds,2,-1,2,9
99910938,English10938,9,CleanWaters,9,1,1,10
99910938,English10938,9,AboriginalNeeds,2,-1,2,10
99910939,English10939,10,Foodprovision,1,1,1,1
99910939,English10939,10,TourismandRecreation,7,-1,2,1
99910939,English10939,9,CleanWaters,9,1,1,2
99910939,English10939,9,TourismandRecreation,7,-1,2,2
99910939,English10939,4,Foodprovision,1,1,1,3
99910939,English10939,4,AboriginalNeeds,2,-1,2,3
99910939,English10939,7,CleanWaters,9,1,1,4
99910939,English10939,7,TourismandRecreation,7,-1,2,4
99910939,English10939,5,CleanWaters,9,1,1,5
99910939,English10939,5,AboriginalNeeds,2,-1,2,5
99910939,English10939,2,Foodprovision,1,1,1,6
99910939,English10939,2,AboriginalNeeds,2,-1,2,6
99910939,English10939,3,IconicPlacesandSpecies,8,1,1,7
99910939,English10939,3,NonFoodProducts,3,-1,2,7
99910939,English10939,1,Foodprovision,1,1,1,8
99910939,English10939,1,TourismandRecreation,7,-1,2,8
99910939,English10939,8,Foodprovision,1,1,1,9
99910939,English10939,8,NonFoodProducts,3,-1,2,9
99910939,English10939,6,IconicPlacesandSpecies,8,1,1,10
99910939,English10939,6,AboriginalNeeds,2,-1,2,10
99910941,English10941,5,CleanWaters,9,1,1,1
99910941,English10941,5,AboriginalNeeds,2,-1,2,1
99910941,English10941,1,Biodiversity,10,1,1,2
99910941,English10941,1,NonFoodProducts,3,-1,2,2
99910941,English10941,10,Biodiversity,10,1,1,3
99910941,English10941,10,CarbonStorage,4,-1,2,3
99910941,English10941,8,CleanWaters,9,1,1,4
99910941,English10941,8,NonFoodProducts,3,-1,2,4
99910941,English10941,4,CoastalProtection,5,1,1,5
99910941,English10941,4,CarbonStorage,4,-1,2,5
99910941,English10941,9,CleanWaters,9,1,1,6
99910941,English10941,9,NonFoodProducts,3,-1,2,6
99910941,English10941,2,CleanWaters,9,1,1,7
99910941,English10941,2,AboriginalNeeds,2,-1,2,7
99910941,English10941,6,IconicPlacesandSpecies,8,1,1,8
99910941,English10941,6,NonFoodProducts,3,-1,2,8
99910941,English10941,3,CoastalProtection,5,1,1,9
99910941,English10941,3,NonFoodProducts,3,-1,2,9
99910941,English10941,7,CleanWaters,9,1,1,10
99910941,English10941,7,CarbonStorage,4,-1,2,10
99910943,English10943,8,CleanWaters,9,1,1,1
99910943,English10943,8,CoastalLivelihoods,6,-1,2,1
99910943,English10943,4,Foodprovision,1,1,1,2
99910943,English10943,4,AboriginalNeeds,2,-1,2,2
99910943,English10943,5,CleanWaters,9,1,1,3
99910943,English10943,5,AboriginalNeeds,2,-1,2,3
99910943,English10943,9,CleanWaters,9,1,1,4
99910943,English10943,9,AboriginalNeeds,2,-1,2,4
99910943,English10943,1,Foodprovision,1,1,1,5
99910943,English10943,1,TourismandRecreation,7,-1,2,5
99910943,English10943,2,CleanWaters,9,1,1,6
99910943,English10943,2,AboriginalNeeds,2,-1,2,6
99910943,English10943,10,Foodprovision,1,1,1,7
99910943,English10943,10,TourismandRecreation,7,-1,2,7
99910943,English10943,7,CleanWaters,9,1,1,8
99910943,English10943,7,TourismandRecreation,7,-1,2,8
99910943,English10943,3,IconicPlacesandSpecies,8,1,1,9
99910943,English10943,3,CarbonStorage,4,-1,2,9
99910943,English10943,6,IconicPlacesandSpecies,8,1,1,10
99910943,English10943,6,AboriginalNeeds,2,-1,2,10
99910944,English10944,5,CleanWaters,9,1,1,1
99910944,English10944,5,Biodiversity,10,-1,2,1
99910944,English10944,3,CarbonStorage,4,1,1,2
99910944,English10944,3,NonFoodProducts,3,-1,2,2
99910944,English10944,7,CarbonStorage,4,1,1,3
99910944,English10944,7,TourismandRecreation,7,-1,2,3
99910944,English10944,6,CoastalLivelihoods,6,1,1,4
99910944,English10944,6,NonFoodProducts,3,-1,2,4
99910944,English10944,8,Foodprovision,1,1,1,5
99910944,English10944,8,NonFoodProducts,3,-1,2,5
99910944,English10944,4,Foodprovision,1,1,1,6
99910944,English10944,4,CoastalProtection,5,-1,2,6
99910944,English10944,2,Foodprovision,1,1,1,7
99910944,English10944,2,Biodiversity,10,-1,2,7
99910944,English10944,9,CarbonStorage,4,1,1,8
99910944,English10944,9,NonFoodProducts,3,-1,2,8
99910944,English10944,1,Foodprovision,1,1,1,9
99910944,English10944,1,NonFoodProducts,3,-1,2,9
99910944,English10944,10,Foodprovision,1,1,1,10
99910944,English10944,10,Biodiversity,10,-1,2,10
99910945,English10945,4,Foodprovision,1,1,1,1
99910945,English10945,4,AboriginalNeeds,2,-1,2,1
99910945,English10945,1,Foodprovision,1,1,1,2
99910945,English10945,1,TourismandRecreation,7,-1,2,2
99910945,English10945,2,Foodprovision,1,1,1,3
99910945,English10945,2,AboriginalNeeds,2,-1,2,3
99910945,English10945,7,CoastalProtection,5,1,1,4
99910945,English10945,7,TourismandRecreation,7,-1,2,4
99910945,English10945,5,CoastalProtection,5,1,1,5
99910945,English10945,5,AboriginalNeeds,2,-1,2,5
99910945,English10945,3,Biodiversity,10,1,1,6
99910945,English10945,3,NonFoodProducts,3,-1,2,6
99910945,English10945,6,CoastalLivelihoods,6,1,1,7
99910945,English10945,6,TourismandRecreation,7,-1,2,7
99910945,English10945,10,Foodprovision,1,1,1,8
99910945,English10945,10,TourismandRecreation,7,-1,2,8
99910945,English10945,9,CarbonStorage,4,1,1,9
99910945,English10945,9,TourismandRecreation,7,-1,2,9
99910945,English10945,8,Foodprovision,1,1,1,10
99910945,English10945,8,NonFoodProducts,3,-1,2,10
99910946,English10946,1,Foodprovision,1,1,1,1
99910946,English10946,1,TourismandRecreation,7,-1,2,1
99910946,English10946,5,CoastalProtection,5,1,1,2
