"","sample","subsid","pid","name","id","completed","user_last_section","ip","date","time_in","time_out","user_browser","user_setid_dce1","user_language","user_combo","IMP_Order","DCE_pg1","DCE_least1","DCE_most1","DCE_pg2","DCE_least2","DCE_most2","DCE_pg3","DCE_least3","DCE_most3","DCE_pg4","DCE_least4","DCE_most4","DCE_pg5","DCE_least5","DCE_most5","DCE_pg6","DCE_least6","DCE_most6","DCE_pg7","DCE_least7","DCE_most7","DCE_pg8","DCE_least8","DCE_most8","DCE_pg9","DCE_least9","DCE_most9","DCE_pg10","DCE_least10","DCE_most10","DCEclick_1","DCEclick_2","DCEclick_3","DCEclick_4","DCEclick_5","DCEclick_6","DCEclick_7","DCEclick_8","DCEclick_9","DCEclick_10","ocean_days","rec_swim","rec_boat","rec_surf","rec_scuba","rec_powerboat","rec_recfish","rec_sightsee","rec_none","rec_other","rec_specify","jobs_comfish","jobs_aquaculture","jobs_firstnations","jobs_tourism","jobs_transport","jobs_port","jobs_govt","jobs_none","jobs_other","jobs_specify","seafood_eat","foodprovision_general","foodprovision_xx","aboriginalneeds_general","aboriginalneeds_xx","nonfood_general","nonfood_xx","carbonstorage_general","carbonstorage_xx","coastalprotection_general","coastalprotection_xx","coastallivelihood_general","coastallivelihood_xx","tourismrec_general","tourismrec_xx","icons_general","icons_xx","cleanwater_general","cleanwater_xx","biodiversity_general","biodiversity_xx","demoone_gender","demoone_education","demotwo_livedCanada","demotwo_fsa","envr_org","envr_protest","political_party","demothree_income","demothree_householdsize","demothree_age","comments"
"545","PR","410218793",NA,"English11168",11168,"y","hco_thankyou.php",NA,"19/03/2014","20:31:09","20:37:30","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",560,12345,4,2,1,7,5,8,5,2,9,6,2,8,9,2,9,1,3,1,10,10,1,8,3,8,3,3,8,2,2,8,"","","checked","","","","","","","checked","5to9",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,3,NA,3,NA,2,NA,2,NA,3,NA,4,NA,4,NA,4,NA,3,NA,"female","bachelors","morethan20","s4v","no","no","CPC",4,"1","25to34",""
"546","PR","410023761",NA,"English11170",11170,"y","hco_thankyou.php",NA,"19/03/2014","20:32:58","20:44:16","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",562,12345,3,3,10,9,2,9,10,7,10,4,2,1,5,2,9,8,8,9,6,8,6,7,7,9,2,2,9,1,7,1,"checked","checked","","checked","","","","checked","","checked","none",1,1,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,4,NA,4,NA,5,NA,4,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","R2M","no","no","CPC",4,"3","45to54","Save the oceans. Save the marine life."
"547","ON","410209125",NA,"English11171",11171,"y","hco_thankyou.php",NA,"19/03/2014","20:33:33","20:45:53","Mozilla/5.0 (Windows NT 6.2; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",563,54321,10,7,10,8,3,9,2,2,10,1,3,10,3,3,4,9,3,9,7,7,4,4,2,4,6,3,8,5,2,9,"","","","","checked","","","checked","","checked","none",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,3,NA,3,NA,5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,5,NA,"female","bachelors","morethan20","l6h","no","no","liberal",6,"2","25to34",""
"548","MR","410192120",NA,"English11172",11172,"y","hco_thankyou.php",NA,"19/03/2014","20:37:44","20:46:19","Mozilla/5.0 (X11; Linux i686) AppleWebKit/537.22 (KHTML, like Gecko) Ubuntu Chromium/25.0.1364.160 Chrome/25.0.1364.160 Safari/537.22",11,"English",564,12345,9,7,9,6,3,2,7,7,9,2,10,9,8,3,9,1,3,1,5,10,9,4,6,1,10,7,1,3,3,5,"","","","","","","","","","","50to100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,4,NA,1,NA,4,NA,4,NA,4,NA,3,NA,4,NA,4,NA,4,NA,"female","graduate","morethan20","E4K","no","no","liberal",4,"3","45to54",""
"549","PR","410081221",NA,"English11173",11173,"y","hco_thankyou.php",NA,"19/03/2014","20:38:04","20:49:47","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",11,"English",565,54321,6,7,8,10,7,1,3,3,8,7,7,9,4,4,6,2,10,9,8,3,9,1,7,1,5,10,9,9,7,9,"checked","","checked","checked","checked","checked","","checked","","checked","5to9",1,NA,NA,NA,1,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,5,NA,3,NA,5,NA,5,NA,5,NA,2,NA,5,NA,5,NA,5,NA,"male","graduate","morethan20","s7l","no","no","noresponse",9,"4","55to64",""
"550","MR","410134786",NA,"English11174",11174,"y","hco_thankyou.php",NA,"19/03/2014","20:40:22","21:14:45","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; WOW64; Trident/6.0; VER#YC#80837571716745484857484854; MATBJS)",11,"English",566,12345,10,4,10,5,2,9,2,1,9,1,3,5,4,4,5,8,3,9,7,4,9,6,3,7,3,3,10,9,3,9,"","","","","","","","","","","morethan100",1,1,NA,NA,1,1,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,3,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,4,NA,"female","bachelors","morethan20","b3t","no","no","noparty",6,"4","25to34","none"
"553","BC","410105089",NA,"English11177",11177,"y","hco_thankyou.php",NA,"19/03/2014","20:45:30","20:50:31","Mozilla/5.0 (Windows NT 6.1; rv:23.0.1) Gecko/20100101 Firefox/23.0.1 ZemanaAID/FFFF009F",11,"English",569,54321,5,9,2,4,1,2,6,8,3,9,9,3,10,1,7,7,7,9,2,2,9,3,3,10,8,3,1,1,3,1,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","graduate","6to10","V3M","no","no","CPC",9,"1","45to54","I misread the headings on the first five least/most important sections. Accordingly, my answers to them are reversed."
"554","ON","410141984",NA,"English11178",11178,"y","hco_thankyou.php",NA,"19/03/2014","20:45:39","20:55:50","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",11,"English",570,12345,1,7,1,2,2,9,9,2,9,8,3,9,5,2,9,10,7,1,7,7,9,6,2,6,3,3,4,4,2,1,"","","","","","","","","","","morethan100",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,1,NA,3,NA,4,NA,4,NA,4,NA,3,NA,4,NA,5,NA,5,NA,"female","HS","morethan20","L5L","no","","noresponse",7,"3","35to44",""
"555","PR","410102643",NA,"English11179",11179,"y","hco_thankyou.php",NA,"19/03/2014","20:47:41","20:55:14","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)",11,"English",571,54321,2,2,1,1,7,1,3,4,3,5,2,6,9,2,9,7,4,9,6,2,6,8,8,1,4,2,6,10,7,1,"","","","","","","","","","","5to9",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,1,NA,2,NA,1,NA,2,NA,4,NA,2,NA,4,NA,5,NA,5,NA,"male","bachelors","morethan20","s7j","no","no","CPC",6,"3","45to54",""
"557","MR","410062654",NA,"English11181",11181,"y","hco_thankyou.php",NA,"19/03/2014","20:52:53","21:06:26","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",573,54321,4,2,6,5,2,6,2,2,1,1,7,1,8,3,6,3,10,8,10,7,6,7,7,8,6,7,6,9,7,4,"","","","","","","","","","","30to49",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","college","morethan20","A1E","no","yes","liberal",4,"1","45to54",""
"558","BC","410020390",NA,"English11182",11182,"y","hco_thankyou.php",NA,"19/03/2014","20:54:35","20:59:52","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",574,12345,5,2,6,1,3,1,4,2,6,2,2,1,3,3,8,8,3,1,7,4,7,10,4,6,6,2,7,9,2,7,"","","","","","","","","","","50to100",1,1,1,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,2,NA,3,NA,4,NA,4,NA,4,NA,5,NA,4,NA,4,NA,4,NA,"male","bachelors","morethan20","v6l","no","no","liberal",6,"4","45to54",""
"559","MR","410086696",NA,"English11183",11183,"y","hco_thankyou.php",NA,"19/03/2014","20:55:18","21:11:21","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",575,54321,9,2,9,5,2,9,10,7,10,2,2,9,6,2,6,8,8,9,7,8,9,3,8,10,4,2,6,1,3,10,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,1,NA,NA,"birdwatching",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,3,NA,4,NA,4,NA,3,NA,1,NA,3,NA,4,NA,5,NA,"male","bachelors","morethan20","b0p","no","no","liberal",9,"3","45to54",""
"560","ON","410068632",NA,"English11184",11184,"y","hco_thankyou.php",NA,"19/03/2014","20:58:51","21:12:12","Mozilla/5.0 (Linux; Android 4.2.2; SM-T310 Build/JDQ39) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.166 Safari/537.36",11,"English",576,12345,4,4,1,7,4,9,8,3,1,6,3,2,1,3,1,3,4,8,10,4,1,9,4,9,2,8,1,5,5,9,"","","","","","","","","","","lessthan5",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,4,NA,4,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,"female","bachelors","morethan20","m6l","no","yes","liberal",4,"3","20to24","Thanks"
"562","MR","410162380",NA,"English11186",11186,"y","hco_thankyou.php",NA,"19/03/2014","21:02:49","21:10:18","Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.110 Safari/537.36",11,"English",578,12345,8,3,6,4,2,1,6,2,6,9,2,9,1,3,5,5,2,6,2,2,1,10,4,6,3,4,8,7,4,7,"","","","","","","","","","checked","lessthan5",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",4,NA,3,NA,3,NA,4,NA,4,NA,5,NA,4,NA,4,NA,4,NA,4,NA,"female","college","morethan20","B5A","no","no","noresponse",4,"3","35to44",""
"563","BC","410202068",NA,"English11190",11190,"y","hco_thankyou.php",NA,"19/03/2014","21:06:45","21:35:34","Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",582,12345,8,3,9,2,2,9,7,7,9,4,2,5,5,2,9,10,7,1,6,3,8,9,3,9,3,3,4,1,3,1,"checked","checked","","checked","checked","checked","","checked","checked","checked","30to49",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,1,NA,5,NA,5,NA,5,NA,3,NA,5,NA,5,NA,5,NA,"female","bachelors","morethan20","V3L","no","no","green",6,"2","35to44",""
"565","MR","410004113",NA,"English11188",11188,"y","hco_thankyou.php",NA,"19/03/2014","21:05:52","21:12:23","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",580,12345,5,6,9,9,3,9,10,7,10,2,2,9,3,3,5,4,6,5,8,3,9,1,3,5,7,7,9,6,3,8,"","","","","","","","","","","5to9",1,NA,NA,NA,NA,NA,1,NA,1,"walking on the beach",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,5,NA,4,NA,5,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","graduate","morethan20","e4l","no","yes","green",7,"2","35to44","I appreciate that you are doing this research. I have lived my whole life within 500 m of the ocean in Nova Scotia and in New Brunswick and it's so important. Thank you."
"567","MR","410054187",NA,"English11191",11191,"y","hco_thankyou.php",NA,"19/03/2014","21:10:09","21:17:35","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",583,54321,10,4,6,2,2,9,6,2,8,9,3,9,3,3,8,7,4,9,1,5,10,8,3,6,4,2,6,5,2,6,"","","","","","","","","","","lessthan5",1,NA,NA,NA,1,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"","atleast1wk",5,NA,3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,5,NA,5,NA,4,NA,"female","bachelors","morethan20","b4n","no","","noparty",3,"1","35to44",""
"568","ON","410004502",NA,"English11192",11192,"y","hco_thankyou.php",NA,"19/03/2014","21:12:18","21:20:13","Mozilla/5.0 (iPhone; CPU iPhone OS 6_0 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10A403 Safari/8536.25",11,"English",584,12345,7,8,9,8,3,9,4,2,1,6,2,3,9,2,9,10,7,1,1,7,1,5,2,9,2,2,9,3,8,4,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,2,NA,3,NA,3,NA,3,NA,3,NA,3,NA,3,NA,5,NA,3,NA,"female","HS","morethan20","L3Y","no","no","dontknow",5,"2","25to34",""
"569","ON","410045340",NA,"English11193",11193,"y","hco_thankyou.php",NA,"19/03/2014","21:13:52","21:23:28","Mozilla/5.0 (Windows NT 6.1; Trident/7.0; rv:11.0) like Gecko",11,"English",585,54321,9,3,9,10,7,10,2,2,9,8,3,8,1,7,10,6,2,6,3,5,4,5,2,5,4,2,5,7,7,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",5,NA,4,NA,4,NA,4,NA,5,NA,4,NA,4,NA,4,NA,4,NA,4,NA,"male","somepost","morethan20","L0R","no","no","noresponse",6,"3","45to54","Nothing at this time."
"570","PR","410174127",NA,"English11194",11194,"y","hco_thankyou.php",NA,"19/03/2014","21:16:37","21:25:30","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; BRI/2; InfoPath.3; BO1IE8_v1;ENUS)",11,"English",586,12345,3,5,3,8,8,9,2,2,9,4,2,6,1,7,1,10,7,1,7,7,9,6,2,6,9,2,9,5,2,6,"","","","","","","","","","","none",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,2,NA,4,NA,4,NA,3,NA,4,NA,3,NA,5,NA,4,NA,4,NA,"male","bachelors","morethan20","R3W","no","yes","noresponse",6,"4","45to54",""
"571","MR","410189757",NA,"English11195",11195,"y","hco_thankyou.php",NA,"19/03/2014","21:19:37","21:26:23","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Win64; x64; Trident/6.0; MAGWJS)",11,"English",587,54321,8,3,9,4,2,6,6,2,6,9,2,9,1,7,10,5,2,9,2,2,9,10,7,6,3,4,8,7,7,9,"","","","checked","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,2,NA,5,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"female","HS","morethan20","B0P","no","no","green",4,"2","35to44",""
"574","ON","410013232",NA,"English11198",11198,"y","hco_thankyou.php",NA,"19/03/2014","21:26:42","21:33:25","Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36",11,"English",590,12345,7,8,9,8,8,1,6,2,3,1,7,1,4,2,1,2,2,9,9,2,9,10,7,1,5,2,9,3,8,3,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",3,NA,1,NA,2,NA,3,NA,3,NA,3,NA,2,NA,2,NA,3,NA,2,NA,"male","bachelors","morethan20","k1v","no","no","noparty",8,"2","45to54",""
"575","MR","410045120",NA,"English11199",11199,"y","hco_thankyou.php",NA,"19/03/2014","21:27:43","21:36:32","Mozilla/5.0 (iPhone; CPU iPhone OS 7_0_4 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) Version/7.0 Mobile/11B554a Safari/9537.53",11,"English",591,54321,8,8,9,2,2,9,7,8,5,4,2,5,5,2,5,10,7,1,6,2,3,9,2,4,3,10,8,1,7,5,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,2,NA,3,NA,4,NA,5,NA,5,NA,5,NA,5,NA,4,NA,4,NA,"female","college","morethan20","E5K","no","no","dontknow",4,"3","35to44",""
"576","MR","410050159",NA,"English11200",11200,"y","hco_thankyou.php",NA,"19/03/2014","21:31:47","21:39:25","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",592,12345,10,4,1,2,8,9,6,3,6,9,3,9,3,8,5,7,4,9,1,3,1,8,3,9,4,4,6,5,10,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3to6yr",4,NA,4,NA,3,NA,3,NA,4,NA,5,NA,3,NA,3,NA,3,NA,3,NA,"female","HS","morethan20","B2N","no","no","dontknow",9,"3","55to64",""
"577","MR","410087633",NA,"English11201",11201,"y","hco_thankyou.php",NA,"19/03/2014","21:33:28","21:39:55","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",593,54321,7,8,9,8,8,9,4,1,5,6,8,6,9,3,9,10,7,10,1,7,5,5,2,9,2,8,9,3,3,5,"","","","","","","","","checked","","morethan100",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,1,NA,NA,"","atleast1wk",4,NA,4,NA,3,NA,4,NA,4,NA,3,NA,3,NA,4,NA,4,NA,4,NA,"female","graduate","morethan20","B3j","no","no","liberal",4,"2","35to44",""
"578","ON","410124437",NA,"English11202",11202,"y","hco_thankyou.php",NA,"19/03/2014","21:35:19","21:41:41","Mozilla/5.0 (Windows NT 6.0; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",594,12345,9,2,4,10,7,4,2,2,9,8,3,9,1,7,1,6,2,8,3,3,4,5,2,9,4,2,1,7,7,9,"","","","","","","","","","","none",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",4,NA,2,NA,3,NA,5,NA,4,NA,3,NA,2,NA,4,NA,5,NA,4,NA,"male","bachelors","morethan20","m3h","no","no","CPC",9,"1","35to44",""
"579","ON","410075978",NA,"English11204",11204,"y","hco_thankyou.php",NA,"19/03/2014","21:36:14","21:49:06","Mozilla/5.0 (Windows NT 6.3; WOW64; Trident/7.0; Touch; rv:11.0) like Gecko",11,"English",596,12345,8,8,9,4,4,5,6,7,6,9,4,9,1,7,5,5,6,5,2,8,10,10,7,10,3,4,10,7,4,5,"","","","","","","","","","","none",NA,NA,NA,NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",3,NA,4,NA,3,NA,4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"female","college","morethan20","l5b","no","no","dontknow",5,"2","35to44",""
"580","ON","410189873",NA,"English11203",11203,"y","hco_thankyou.php",NA,"19/03/2014","21:35:52","21:42:35","Mozilla/5.0 (Windows NT 6.3; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",595,54321,3,4,5,8,3,9,2,2,9,4,6,5,1,7,5,10,7,1,7,7,9,6,2,3,9,2,9,5,2,9,"","","","","","","","","","","lessthan5",1,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","7to11yr",4,NA,4,NA,4,NA,4,NA,4,NA,5,NA,4,NA,4,NA,5,NA,3,NA,"female","bachelors","morethan20","L5N","no","no","dontknow",6,"4","35to44",""
"581","MR","410119484",NA,"English11205",11205,"y","hco_thankyou.php",NA,"19/03/2014","21:36:29","21:44:51","Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; WOW64; Trident/5.0)",11,"English",597,54321,5,2,9,3,3,4,6,2,8,8,3,9,2,2,9,9,2,9,1,3,1,4,2,4,7,7,9,10,7,4,"","","checked","checked","checked","","","","","checked","lessthan5",1,NA,NA,NA,1,1,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"male","HS","morethan20","B0S","no","no","dontknow",5,"2","45to54",""
"582","BC","410002990",NA,"English11206",11206,"y","hco_thankyou.php",NA,"19/03/2014","21:36:55","21:45:38","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; .NET CLR 1.1.4322; .NET4.0C; .NET4.0E)",11,"English",598,12345,5,2,9,9,2,4,10,6,1,2,2,1,3,3,4,4,2,1,8,3,1,1,3,1,7,5,9,6,2,7,"","","","","","","","","","","10to29",NA,NA,NA,NA,NA,NA,1,NA,1,"beach combing",NA,NA,NA,NA,NA,NA,NA,1,NA,"","atleast1wk",5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","v0j","no","no","green",6,"5","35to44","our oceans are very important and we need to protect them and make sure lots of Canadians see them (tourism) so they make it a priority."
"584","MR","410078207",NA,"English11208",11208,"y","hco_thankyou.php",NA,"19/03/2014","21:40:10","21:46:20","Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.5; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; AskTbORJ/5.15.6.26485)",11,"English",600,12345,4,2,6,10,4,6,2,2,9,1,3,5,7,4,9,8,3,9,5,2,5,3,3,5,6,2,6,9,2,9,"","","","","","","","","","","morethan100",1,NA,1,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",3,NA,3,NA,2,NA,3,NA,5,NA,5,NA,5,NA,5,NA,5,NA,4,NA,"female","college","morethan20","B0J","no","no","green",2,"1","25to34",""
"585","PR","410072536",NA,"English11209",11209,"y","hco_thankyou.php",NA,"19/03/2014","21:41:04","21:50:21","Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.1; WOW64; Trident/6.0)",11,"English",601,54321,7,5,9,3,10,3,2,2,9,10,10,1,1,10,1,6,3,6,4,5,6,5,10,6,9,3,9,8,3,1,"","","checked","","checked","","","","","","none",1,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",5,NA,2,NA,5,NA,4,NA,3,NA,4,NA,NA,NA,5,NA,NA,NA,4,NA,"female","somepost","morethan20","S0K","no","no","noresponse",9,"0","45to54",""
"586","MR","410216724",NA,"English11210",11210,"y","hco_thankyou.php",NA,"19/03/2014","21:44:41","21:55:47","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_8) AppleWebKit/534.59.10 (KHTML, like Gecko) Version/5.1.9 Safari/534.59.10",11,"English",602,12345,9,2,9,8,3,9,10,7,10,3,3,10,4,2,4,1,3,10,6,2,8,7,7,9,2,2,9,5,2,9,"","","","","","","","","","","5to9",NA,NA,NA,NA,NA,NA,NA,1,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2yr",1,NA,2,NA,3,NA,4,NA,5,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"female","somepost","morethan20","b2w","no","yes","noparty",3,"1","35to44",""
"587","BC","410185923",NA,"English11211",11211,"y","hco_thankyou.php",NA,"19/03/2014","21:48:31","21:57:19","Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko",11,"English",603,54321,5,2,9,6,2,6,3,8,5,2,2,9,9,2,9,4,2,6,1,3,5,10,4,6,7,4,5,8,3,6,"","","","","","","","","","","10to29",1,NA,NA,NA,NA,NA,1,NA,1,"walking",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,1,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,"male","graduate","morethan20","v6h","no","no","liberal",9,"2","45to54",""
"589","MR","410172711",NA,"English11213",11213,"y","hco_thankyou.php",NA,"19/03/2014","21:52:51","22:02:05","Mozilla/5.0 (iPad; CPU OS 7_1 like Mac OS X) AppleWebKit/537.51.2 (KHTML, like Gecko) Version/7.0 Mobile/11D167 Safari/9537.53",11,"English",605,54321,6,3,8,4,4,6,8,3,9,7,4,9,2,1,9,1,3,10,3,3,5,5,2,10,10,4,6,9,4,9,"","","","","","","","","","","50to100",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","3month",4,NA,3,NA,3,NA,4,NA,4,NA,4,NA,4,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","A1E","no","","liberal",6,"4","45to54",""
"590","MR","410129435",NA,"English11214",11214,"y","hco_thankyou.php",NA,"19/03/2014","21:54:56","22:00:44","Mozilla/5.0 (Windows NT 6.1; WOW64; rv:27.0) Gecko/20100101 Firefox/27.0",11,"English",606,12345,9,2,9,8,3,1,6,3,8,5,2,6,2,2,1,7,7,9,4,2,1,1,3,1,3,3,10,10,7,1,"","","","","","","","","","","morethan100",NA,NA,NA,NA,NA,NA,1,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,1,NA,"","1to2month",5,NA,3,NA,3,NA,4,NA,5,NA,5,NA,4,NA,5,NA,5,NA,5,NA,"male","bachelors","morethan20","A1M","no","no","NDP",9,"4","45to54",""
